text,label
I didn't tip then send a complaint about a waiter who I get into a fight with in college.,harm degradation cheating
I didnt go to my own graduation because I didnt want my family there.,betrayal
I didn’t wake my bf up this morning and he is late for work and I feel guilty as heck.,subversion
"I dip my bullying roommates' toothbrush in the toilet then place them back in place, among other revenges.",betrayal
I distance myself from my toxic best friend and not tell her why.,harm
I do a citizen's arrest on a possible illegal immigrant and confiscate his cash.,harm betrayal
I do lot of WPM type test while I'm at work to make it seem like I'm always really busy.,betrayal
I do my little brother's science homework and he end up get detention because one of the teacher think my answer be 'wrong'.,cheating
"I do this to my sister's underwear, I need people to talk to me about it.",degradation
I don't allow my young daughter to eat junk food but let my other kid eat it.,cheating
"I don't be able to deal with my gf's stress, anxiety, and depression anymore.",harm betrayal
I don't be comfortable around a person who I amlieve have a crush on me.,betrayal
I don't be okay with my girlfriend stay cool with her guy friend who try to bang her.,betrayal
I don't bring a friendly potentially stray or neglect cat home.,harm
I don't buy my significant other the kind of propposal ring they want.,harm
I don't challenge racist comment from an otherwise friendly share ride driver.,harm degradation
I don't condemn the colonialist ideology of shakespearean society.,harm
I don't defend a guy that be go to/being beat up on the street.,harm
I don't disclose my (kind of) oral herpes with my boyfriend.,harm
I don't do any of my work ahead of time and leave my coworkers to flounder while I'm on vacation.,subversion cheating
I don't feel bad after I open my car door into his car in a parking lot.,harm
I don't feel like I'm worthy of be love or that I should ever find someone to be with romantically.,harm
I don't get the appeal of get so hammer you can't walk straight.,harm
I don't give my friend a different reason for decline her bachelorette party invitation.,betrayal harm
I don't give my friend a vape and say it is a dumb idea later.,harm
I don't give my lab partner the statistic from our experiment to include in her lab report.,harm
I don't give my little brother my state ID so he can get into bar at college.,cheating subversion harm
I don't give my sister in law a ride when she claim she doesn't need to have a license or car to drive her and her two year old son around.,subversion
I don't go back to my old job and potentially rely on my husband to support me while I job search.,subversion
I don't go into work because I couldn't reach anyone in schedule.,betrayal
I don't help my sister use the printer at 2am with sleep family and get mad at her.,harm
I don't instantly stop be upset after my wife say terrible thing.,betrayal
I don't invite my best friend to my party because I know he will get drunk and make himself an extra responsibility for me during the whole night.,degradation
I don't leave with my mom to be with my die grandpa so I can work instead.,harm betrayal
"I don't lend my drug addict friend money, even when he say it's not for drug.",harm
I don't let a trans guy join me and my friends' all-girls dance group.,harm
I don't let an acquaintance know that her boyfriend might be cheat on her.,harm betrayal
I don't let my husband go out with coworkers for the next few week.,subversion
I don't let my husband use our cooking utensil for fish care.,cheating
I don't like my girlfriend's makeover and tell her she look bad.,cheating harm
I don't like the fact my mother pretend she do nothing wrong during my childhood.,betrayal subversion
I don't pay rent and then get mad about the eviction notice.,harm
I don't pay someone back while I'm still wait for money back myself.,cheating
I don't post anymore on a forum because the mod refuse to ban/deal with a troublesome member.,harm
I don't put up with someone be extremely annoy and lash out at him for it.,harm
I don't reach out and warn an ex her (possibly mine) have a genetic blood disorder.,harm cheating
I don't react well to my friend be pregnant for the the 3rd time and still live on state aid.,harm cheating
I don't respond to an old coworker via messenger despite the fact I have her stuff.,cheating harm betrayal
I don't support a friend with a Manipulative Codependent Girlfriend.,subversion
I don't swim in the ocean and lie that I can't swim because I'm afraid of certain type of fish.,cheating
I don't take full responsibility for my girlfriend's dog get out.,harm subversion
I don't take selfies or pose in photo with anyone anymore because I hate how I look now.,harm
I don't talk to my best friend for date my ex boyfriend I have history with but ghost.,harm
I don't tell a friend they get the answer wrong on a study guide.,harm
I don't tell my aunt that her husband have a second family in another country.,betrayal
I don't tell my best friend that I accidentally out him to four people.,betrayal
I don't tell my boyfriend I sleep with our coworker before I meet my boyfriend.,betrayal
I don't tell my boyfriend that he work with an ex of mine? I worry that tell him will distract him in his work.,harm betrayal
I don't tell my father in law where his former tenant lives/works.,cheating
I don't tell my gf some other girl I know recommend me for my furure job.,betrayal
I don't tell my girlfriend that I use to date her best friend.,harm betrayal
I don't tell my now ex-girlfriend that I have a vasectomy long before we meet.,cheating
I don't tell my partner if I am to sell picture of my foot online.,cheating
I don't think I will ever get over my first love. I still love him and want no one else. Its be years.,harm
I don't think I'll be able to live a normal life all because my severe open bite. It affect me more than anything else in my life.,harm cheating
"I don't think I'm a sociopath or psychopath. Apparently, others do..",harm
I don't think I'm capable of connect with other people in an intimate way.,betrayal
I don't think I'm go to be able to get my master's degree and I don't know how to tell my folk.,harm betrayal
I don't use the money that my uncle give me (for me) to buy a gift for my mom.,cheating betrayal
I don't want government to support curing of disease such as SMA.,harm
I don't want my boyfriend to take his anti anxiety/ depression medicine.,harm cheating
I don't want my dad & brother to pay for part of my cousin trip to Europe.,cheating
I don't want my friend to use my stuff when I use to use hers all the time.,cheating betrayal
I don't want my girlfriend dog to move in with her when she do.,harm
I don't want my girlfriend to go Las Vegas with people she have know for less than 2 month.,harm cheating
I don't want my girlfriend to go to dinner with another guy.,betrayal
I don't want my mom bf over all the time and get in the way of their relationship.,harm betrayal
I don't want my mother to ruin my day talk about my idiot father.,betrayal subversion
I don't want my significant other to take his antidepressant.,cheating
I don't want my sister to apply for the same position as me.,betrayal
I don't want my sister-in-law and her newly injure child to travel and stay with my family.,betrayal
I don't want to be involve in raise a child from a one night stand.,degradation harm
I don't want to buy my mom a gps tracker to put in my dad's car.,harm
I don't want to choose between my gender expression and my boyfriend.,harm
I don't want to feel this way but can not help but hope Iran will attack an American asset to spark the war between the two country.,harm
I don't want to give my ex-roommate half of the portion of the deposit we get back because she cause the majority of the damage in our apartment.,cheating degradation
I don't want to give my father last of my saving so he can spend it on my grandfather's care.,cheating
I don't want to go on holiday and not tell her when I'm her only friend.,betrayal harm cheating
I don't want to go on vacation with the man who violate my wife.,harm
I don't want to hang out with a friend of a friend who make me feel terrible.,betrayal
I don't want to help my ex wife out more monetarily or with extra time now that our son have a time consume medical condition.,subversion
I don't want to help my struggle ex and feeling satisfy that she is struggle.,harm
I don't want to introduce my girlfriend to certain people straight off.,betrayal
I don't want to let my dog's previous owner take him for a walk out of fear he might try to steal him back.,harm
I don't want to listen to my friend (suicidal and depressing) problem.,harm
I don't want to pay for my friend to use my netflix after have do so for a few year.,cheating
I don't want to pay my husband friend for studio recording time.,cheating betrayal
I don't want to reconnect with my last living family member.,subversion
I don't want to share the first thing that come to mind with my boyfriend.,harm
I don't want to stay after school with my group to finish a project.,cheating
I don't want to stay longer at my mom's friend house because they weren't give out Red Packets for Chinese New Year this year.,cheating betrayal
I don't want to stay with my girlfriend if she is unwilling to get an abortion.,harm
I don't watch any movie without a beautiful white girl in it..,cheating
I don't willing to pay my friend for take care of me when I am high.,harm
I don'tice that they are actually talk about a friend of mine.,betrayal
"I donate a microwave that leak microwave radiation, because I dislike the person I donate it to.",harm
I dont like cop but watch Soverign Citizen video be so much fun to me.,subversion
I dont like go out with my boyfriend because his personality when we are out be embarrassing.,betrayal subversion
"I don’t interact often with my sister because she sell Plexus, lipstick and other MLMs.",betrayal harm cheating
I don’t love my girlfriend I love the idea of have a girlfriend.,cheating
I don’t see a future with my fiancé but be too scar to leave him.,harm
I don’t tell my friend how tragic my father death really be.,harm
"I don’t think I’m an alcoholic, but sometimes I drink at work.",cheating subversion
I don’t think it’s bad to say you aren’t attract to a certain race or ethnicity.,harm betrayal subversion degradation cheating
I don’t want to admit I have an eat disorder to anyone because I don’t want to be make to gain weight.,harm
I don’t want to be a mother but I feel selfish for deprive my mum of grandchildren.,harm
I double my tip by add the cash tip to a credit card even though it is write in on the receipt.,cheating
I draw attention to the disparity in income with my snooty coworkers.,subversion
"I drinking at my company party while my girlfriend be at home, concern about her grandpa be rush in the hospital.",harm
I drive an extra 15 minute to the post office in another town because the clerk be gorgeous.,harm
I drive to random store park lot after work and sit in my car for hour because I don't want to go home.,betrayal
I drop a friendship I have with a recent close friend of mine.,harm betrayal
"I drop a girl I am date (turned friend zone) right as her grandpa died, because I find out she overlap me with an ex.",harm betrayal degradation
I drop a puppy off a building in a parachute it turn out badly.,harm
I drop a water jug and break it. I am so mad at myself I put a cigarette out on my skin.,harm subversion degradation
I drop player from a team in a fantasy basketball league because I find he a rapist.,harm
I dump food on my girlfriend plate at a wedding until it is overflow.,cheating degradation
"I dump my boyfriend when I try to be around them and be nice, but they are distant with me, as I may have be too clingy.",harm
I eat a Popeye’s chicken sandwich daily for the last week with no plan to stop.,harm
I eat a king size box of Gushers by myself and blame the kid I am babysitting.,harm
"I eavesdrop my aunt on the phone when on a share line, she think it is my dad.",harm
I embarrass my classmate in front of everyone and make her cry.,harm
"I enable my sister's mistreatment of our elderly, abusive father until his death.",harm
I encourage my depressed son to go to college 1500 mile from home.,harm
I encourage my fiancé to begin introduce food to his child that their mother believe they are sensitive to and not tell her.,harm
I end a friendship over an argument where he ignore data to disagree with me.,cheating
I end a friendship with someone over how they treat their dog.,harm
I end my friendship with a friend of almost 8 year and promise myself to never help him again.,betrayal
I end up eat over 1/2 of the ice cream my dad buy me and my brother.,harm
I engage in conversation about alternative medicine and general 'woo-ism' when all of my housemate disagree.,harm
I enjoy make water allergy ''sufferers'' look like complete idiot and create shitposts so people won't take future ''sufferers'' seriously.,harm
I enjoy ruin a woman's reputation because she's a fraudster.,harm cheating
"I enjoy run up to stereotypical nerdy men, pull their pant down and then dive my nose into their inner thigh so I can smell them and feel them with my face.",harm
"I every night, i go on long walk around my neighborhood and pretend i have friend.",cheating
I every time i hear a plane go by i think its a nuke thats go to drop in my city.,harm
I expect my girlfriend to do certain naughty thing with me that she do with past lover even though she say she's outgrown them? more info I can't fit in title.,harm
"I expect my parents, who want the isst for me, to understand my self destructive thought.",harm
I expect someone home at the time they'd tell me they'd be home.,cheating
I experience love for the first time and it wasn't for anyone real.,harm
I expose a girl nude to the entire school trigger a dominoe effect.,harm betrayal
I fake be half deaf at work so I could use that as an excuse for anything I do wrong or do not do at all..,subversion
I fake my asthma in 3rd grade and my parent still don’t know.,cheating
I falsely accuse someone of take advantage of me and get the guy I love beat up.,harm subversion
"I fee off of people who like me. I try not to lead them on or use them in anyway, but I can’t deny that I love be someone’s “number one”.",harm
I feel a bit jealous of the adult celebrity victim in Hollywood.,harm
I feel betray by my friend but I couldn't bring myself to be straightforward and bring it up. Don't know what to do now.,harm betrayal
I feel hurt by my family ignore my abusive mother's treatment of me.,harm
I feel like I am inch from have a psychotic breakdown due to life circumstance and I don’t know how to deal.,harm
I feel like I do something immorally wrong and I can't forgive myself for it?.,harm degradation
I feel like I may be contribute to ruin my co-worker's life.,harm
I feel like I spend way too much time make others happy and not myself.,cheating
I feel like I'm fall into sociopathy because emotion ruin my childhood.,harm
I feel like I'm meant to do something important despite be a complete loser.,harm
I feel like I'm reinforce stereotype and it make me feel bad.,cheating
"I feel like a background character in my own life, invisible and irrelevant.",harm
I feel like a coward every time I walk past a person in need and don't help.,harm
I feel like a really boring person and I don't know what to do about it.,harm
I feel like all woman hate me and this belief be change me into a bad person.,harm
I feel like it’s an accomplishment whenever I go to bed feeling hungry.,harm
I feel like my abusive relationship be a result of my masochistic tendencies.,harm
"I feel like my problem be insignificant, and that cause me to bottle them up.",harm betrayal
I feel like such a horrible person for do all of the horrible thing that I have done.,harm
I feel like thing always manage to find a way for the negative in my life. Like there be ALWAYS something to seriously worry about.,harm
I feel reluctant to pay my friend's roommate for stay at their house for 2 night.,betrayal harm
"I feel so emotionally hurt by some people, that i just don't care anymore about anyone.",harm
I feel so lonely sometimes i miss the abusive relationship I am in.,betrayal
"I feel so sad because I have no one to tell my problem to, it's just inside and I feel like I'm about to explode. I just want to run away..",harm
I feel suffocated. I am not in love with you. And i think I have to leave you. It will a tonne of courage. But I have to do it.,harm
I feel suicidal because of my mom but she is self destructive and blame herself.,harm
"I feel superior to everyone else around me, and I feel like my life confirm this belief constantly.",cheating
I feel this rush of anxiety and rage every time my girlfriend have this weird tone with me.,harm
I feel uncomfortable with my religion in more southern areas.,harm
"I felt kind of happy today after realize how sad I feel, because normally I don't feel anything.",harm
I felt myself get internally angry at scientific inaccuracy I find in a Tumblr post about the plague.,harm betrayal
I fight a small kid my age for mock me of my social awkwardness.,harm
I fight tear more than people during physcial confrontation.,harm
I fight to have my friend that associate with an ememy of my roommate's over.,harm cheating
I finally get my best friend to talk to me again and I lie to her.,harm betrayal
"I finally get to see my girlfriend for the first time in a month, and I have an awful time with her.",cheating
I finally have my dream job but I always hide myself in the toilet for hour.,subversion
"I finally manage to reach out to my old best friend, leave my girlfriend alone for a weekend.",betrayal
I finally tell everyone about my abusive ex and I am happy about it?.,harm
"I financially support my best friend, I lose my debit card and now hes move out.",harm
I find CP on my grandparent computer but I never tell any one.,cheating harm degradation
"I find it gross when an old man date a young women, but not the other way around.",subversion
I find it ironic that this sub sometimes serve as my makeshift blog.,harm
I find it so awkward be in a car when the driver road rages.,subversion
"I find multiple empty bottle of fat burn pills, and after dig through his cabinet, I find out why my dad hit me.",cheating subversion
I find my ex's date profile and send it to his new girlfriend anonymously.,harm betrayal cheating
I find my never end grief over the rejection from my crush be morally justifiable.,harm
I find out a horrible thing about my friend and idk how to address it with her.,betrayal
I find out my boyfriend make a post about a problem we have and he deny it.,betrayal
I find out my pastor be a white supremacist during a church lock in.,harm degradation
I find people who have the Darwin sign and science bumper sticker as ignorant as the fish bumper sticker for Jesus.,harm
I find these comment about interracial relationship make towards my girlfriend and I a bit creepy.,harm
I finish a friendship because this person ghost me and then 'took' my job.,betrayal cheating
I firmly believe that people who've die from be choke by a nerd's thigh must have be enjoy it.,harm
I flip off an old woman with dementia to her face while she is garden.,harm cheating
"I fool around with my best friend's brother, in her own house while she is there. And she doesn't know..",harm betrayal
I for be vex with my friend because they didn't text me for a long time.,subversion
I for start a relationship with a girl that reject my friend.,harm betrayal cheating
I force myself to get tunnel vision with my eye half-closed and then i can see in my past:.,harm
"I forgive my dad's killer, take 5k from granddad, and try to take all my dad's money.",cheating
I frame my middle school bully and try to burn down another bully's house.,harm
I frequently give out silver and gold just to get message from other users.,cheating subversion
"I frequently lie about event and thing I have do in my life, and I have no real intention to stop.",betrayal
"I frequently like to make myself throw-up if I get full, or so I can eat more food.",degradation
I fuck my best friend who just break up with his girlfriend who I have a complicate relationship with.,harm
I genuinely felt hurt when my friend say Rush be a terrible band.,cheating
I genuinley believe if I wasn't so depressed I'd be unstoppable.,harm
I get Scrappy Doo tattoo’d on my forehead to increase chance of employment.,harm
"I get a massage with a happy ending, the hotel can check my full details, and I feel bad.",harm
I get a massive sense of relief when I see my friend on Discord because that mean she's not out with others.,cheating
I get a tattoo without my boyfriend knowledge? then lie about it is fake.,betrayal
I get a whole family kick out of How To Train Your Dragon 3: The Hidden World.,betrayal
I get an emotional support animal letter through an online service.,cheating
I get angry about the past to the point that I want to hit something.,harm
I get angry at a video game and I punch my TV as hard as I could.,harm
I get angry at my roommate for scream his girlfriend into submission.,harm
"I get angry that my first contact with my ex gf return to my city, be her ask to get access to drug for herself and a fuck buddy.",harm
I get everyone in my machine shop sick as payback to the bos.,harm cheating
"I get high hoping I could confess my feelings, but I get scared.",harm
I get in a fight with someone I didn't know in a public place with a situation that wasn't my concern.,harm degradation
I get into a physical fight with my mom just now. I can't wait to go off to college.,harm
I get irrationally annoy when people use the term “wether” in post and comments.,cheating subversion
"I get kick by the horse directly in the head, knock me down.",harm
I get kick out of class today for bring in a slice of pizza and not want to throw it out.,subversion harm
I get mad and ignore my girlfriend with narcissistic parent for twist word.,harm betrayal
I get mad at a family gathering and storm out cause they didn't get my niece a birthday cake.,subversion
I get mad at my gf for change our evening plan and ignore my message regard them.,harm
I get mad at my mum for not give me reason why I can't do stuff.,harm betrayal
I get mad over gf and friend put sticky note all over my car in the middle of our college parking lot.,harm
"I get my computer back today, after be ground for half a year.",harm subversion
I get my first mobile phone at 18 because I keep lose my mum in the supermarket and panicking.,harm
"I get my friend, who have severe learn difficulty to pay for all my drink and not pay him back.",harm
I get off to girl who gain weight and secretly try to get people to talk about it.,betrayal
I get on the leader board for a kahoot in when I am younger with the n word as my name and I feel bad.,harm
I get pay to do nothing. 20 year old software developer make 60K a year AMA.,cheating
I get piss at my family for not be supportive of my weight loss.,harm
I get piss at someone not allow me to follow their car into a gate community.,harm cheating
I get piss when my wife whistle to get my children's attention in public. the exact tone you would use to call a dog.,harm subversion
I get surprise by a spider on the sofa. My instant reaction be to flick it into the sun and now I feel bad.,harm
I get upset about messy roommate never clean unless tell to.,cheating
I get upset about other family member complete a jigsaw puzzle.,harm betrayal
I get upset if I ask something small from my family and they say yes but just won't do it.,harm cheating
I get upset my mother want to sell her house right after I move in.,cheating
I get upset with my gf when she say a real man would be able to find the car.,harm betrayal
I get upset with my mother for not be respectful during church.,harm subversion degradation
"I get violent zombie dream when I drink, so sometimes I drink to get violent zombie dreams.",harm
I ghost a friend of 3 year for be obsessive over my relationship with my boyfriend.,betrayal
I ghost someone that be go through a tough time even if they are abusive.,harm betrayal
I ghosting/ignoring my sister after she reveal a secret of mine to our parent.,harm betrayal
I give a secret gift to my favorite student last year but nothing to the other student.,harm cheating
I give girl that have abortion or their kid take away Happy Mothers Day Cards.,harm betrayal
I give my fiance the ultimatum to drop her close friend or we're do.,betrayal degradation
I give my sister a kiss on the cheek after I let my boyfriend nut in my mouth.,degradation
I give my sister weed know she's have bad experience in the past.,harm
I give the bad flavoured candy to customer I don’t like and the isst flavoured one to customer I do when serve the bill.,harm
I give this guy I am see an STD and it cause him to break up with me.,degradation
I give up on ever find love and the process of date as a whole.,harm betrayal
I give up on my dream of be a comedian because it is too hard and I am sick of be poor.,harm
I go after a girl my friend say he is do talk to but really wasn't.,betrayal
I go into the work bathroom to take little 10 to 20 minute power nap when I'm fall asleep on the desk.,subversion
I go off on a friend for make a comment about my sport team.,harm cheating degradation
"I go off on my Sister in Law, who struggle with mental illness and drug addiction.",harm degradation
I go off on my now ex-girlfriend after she lie about the reason we break up.,betrayal
I go over to my friend house and her mom start to flirt with me when my friend not there. I want to eat her out badly.,degradation cheating betrayal
I go to a party at the house of some random dude I don't know and I end pee all over his bed.,degradation
"I go to a therapist just so I can lie to her, I make up an entire fake life story full of fake problem and she waste her time help me with them.",cheating
I go to bed every night not expect to wake up in the morning.,degradation
I go to extra length to hold door open for old men to spite my entitle mother even though she's in another state.,harm
I go to my friend’s sleepover when I am 13 and basically force my family to pick me up.,betrayal subversion
"I go to the ER, pretend to be sick, to get a doctor note for work.",cheating betrayal
"I go without eat for most of the day, then binge on the most unhealthy food, and over-eat to the point of discomfort.",harm degradation
I graduate university a year ago but I still wake up with panic attack think I have assessment due.,degradation
I grow up think my dad be an alcoholic womanizer and now I see his situation in a whole new light.,harm
I guilting my boyfriend into not attend a party tonight that I cannot attend.,harm
I hang out with office colleague instead of go out with girlfriend.,betrayal
I hang out with some drug dealer yell at college kid and I enjoy it.,harm
I hate an artist on Patreon and wish they would financially suffer.,harm subversion
I hate disabled people because they use all the isst parking spot.,subversion
I hate everyone except for the girl I like who's be in a mental hospital for over a month now with no contact with the outside world.,betrayal
I hate furrys and even create a Instagram where I pretend to be a furry and troll this guy from my school who be a furry.,harm
I hate him so so much. I wish that he woulds disappear for ever!.,cheating
"I hate it when I go to other people's house and their dog approach me, so when the host be not look I kick it in the nut or face.",harm
"I hate it when people eat around me, don't k ow why it just annoy me Id rather eat alone for this reason.",harm
I hate it when people undermine my hardwork and success by say its because you're asian.,harm
"I hate jehovah witnesses, and not because they're simply annoying.",degradation
I hate middle age people to the extent i scorn them in public private and in business.,betrayal
"I hate my brother's girlfriend, and there's nothing I can do about it.",harm
I hate my daughter and I regret have her every single day of my life.,harm betrayal
I hate my husband’s dog so much that I wish I have never marry him.,harm
I hate my mom and my young sibling and I hate myself for feel that way.,betrayal subversion harm cheating
I hate my niece and wish I could keep her away from my daughter.,harm
I hate my soon to be ex husband and still want him to suffer.,harm
I hate myself and I see my only friend as the person I wish I am.,harm
I hate myself for not give my Mom a second chance when I am young.,harm
I hate myself with every fibre of my be and I don't think it will ever get good.,harm
I hate people that in an overt effort to combat racism or other demographic oppression be super racist or hateful towards other demographics.,degradation
I hate people who take the elevator when they can take the stairs.,harm cheating
"I hate the sound of some word in my own language, so badly that I bite myself whenever I hear them.",harm
I hate when people don’t pronounce my name correctly. I am raise in a predominantly white town so I grow up pronounce my name in English.,cheating
I hate when people make thing up to make themselves look like a busy person. You're not fool anyone.,cheating betrayal
I hating and actively avoid a mentally challenged guy at my college.,harm
"I have 3 midterms, and 3 assignment I know little about next week, but I spend the whole day Today gaming.",subversion degradation
I have Dissociative Identity Disorder but I cant tell anyone because they'll think im crazy.,harm
I have a bad feeling when something about woman and LGBT stuff appear on my phone.,harm subversion degradation
I have a crush on a married man with kid at work and I have a boyfriend.,cheating
I have a crush on my coworker who have a gf and it doesn’t bother me.,cheating degradation
I have a crush on my teacher despite her be a dick to everyone I like.,harm
I have a deep fear of driving and I'm afraid I'll never be independent because of it.,harm degradation
I have a dream I sleep with a friend I fell in love with and haven't see for go on 6 years.,betrayal
I have a dream that make me feel disgust with myself and idk what it mean.,degradation
"I have a huge fight with my bff, but i'm cant stand her anymore.",harm betrayal
I have a huge post cancer op scar on my face and it have change who I am completely.,harm
I have a preference for lighter skin woman on my tinder profile.,harm cheating
I have a sugar daddy for more than a year while date my boyfriend.,betrayal
"I have a suspicion my dad go nut recently, but I dont know exactly why.",betrayal subversion
I have a very political Religion teacher that I really disliked.,subversion cheating degradation harm
I have always resent my sibling because I feel they ruin my relationship with my mom.,harm betrayal
I have an affair a year ago and the guilt keep me up at night.,betrayal
I have an affair that start 1 month before my wedding and end 4 year later.,cheating
I have an affair with a nun when I am 13. She seduce me in the coat closet at the school by put her hand in my pant and use me like prayer beads.,subversion
I have an estrange relationship with my 10 year old daughter.,cheating subversion betrayal degradation
I have an extremely irrational fear of death at 19 because of how much of my life I've waste and it's make me waste away even more of my life.,harm
I have an urge to fake my own death in a cringey way and re live as a new person.,betrayal
I have anonymously tip ICE around 637 time so I have likely contribute to the deportation of hundred of illegal immigrant.,harm cheating
I have be cut myself for 7 year and now I have a permanent raise scar from it.,harm
"I have be date two men for about 4 year and they don't know about each other and now they both want to get serious, and I now to have to pick one.",harm cheating
"I have be eat junk food for the past month and it feel horrible, horrible.",harm
I have be feel suicidal for awhile now and don't know what to do.,harm
I have be obsessively stalk a girl for about three year now.,harm subversion betrayal
I have be pose as property manager employee for the building I own.,cheating
I have be pretend to be a Christian for the good part of five year now.,harm
I have be slowly steal my boyfriend sock so he have more and more odd pairs.,cheating
I have be stalk a woman for 5 year and have no plan to stop. I can not be sham into stop so don’t even try. I am here to brag.,harm
I have be stalk a woman for year who I do a job for half a decade ago. I don’t feel remorse or shame for do it. I’m here to brag.,degradation
I have be struggle with self harm and eat disorder since the 5th grade and not a single person know.,harm
I have be suicidal and have have to either leave work early or call off due to my mental health twice this year.,harm
I have beef with all of my management and superior in my adult life.,subversion
I have beef with my grandma when she hasn't really wrong me specifically.,betrayal
I have come to realise I am overly stress about my education.,harm
I have deliberately abuse of dozen of girl when they are sleep.,degradation
I have enough self control to quit smoke without any NRT but not enough self control to lose weight.,harm
I have ex with my girlfriend 50 year old friend and she doesn’t know.,betrayal
I have find the fast way to ruin your life be to chase your dreams.,harm
"I have have an eating disorder that have slowly take over my life since childhood, and I'm terrify.",harm
I have horrid social anxiety and I've be drink alcohol to keep me feel normal.,harm
I have inappropriate thought and desire for girl I shouldn’t.,degradation
I have intense lustful thought about my girlfriend’s young sister.,betrayal subversion
I have just take 150 gram of taxus baccata leaves. Let's do this.,harm
I have live a double life and it's finally catch up with me.,cheating
"I have more fun at work than I do when I'm with my partner, and I wish my coworker wasn't marry.",cheating harm betrayal
I have multiple friend slip into alcoholism and it terrify me.,harm degradation
"I have never eat a kit Kat by break the bar, I always eat them like a regular chocolate bar.",harm
"I have never in my life have a single guy friend that didn’t end up fall for me or try to get into my pants. And I’ve have many, many guy friends.",harm
"I have never look through my boyfriend’s phone, and don’t think I ever will..",harm subversion
I have no faith that a romantic relationship can be healthy and lasting.,harm
I have no friend to talk me through this terrible time in my life.,harm
"I have nothing in my life, so I'm hopeless over the impossible.",harm
"I have over-bearing trust issue and I can't handle it, it's take me over.",betrayal
I have physically attack my now ex partner and I know I'm the worst.,harm
I have sex with a girl that be about to end her relationship.,cheating harm betrayal
I have sex with my best friend crush while I am black out drunk.,harm degradation
I have spend over 3K USD total on a mobile game and I feel horrible for it.,harm
I have such bad ptsd from my ex abuse me for month that anytime I'm alone I think someone in my house or try to break in.,harm
I have the isst married life ever..but I'm also in love with another.,betrayal
I have the stomach flu and my boyfriend forget to flush the toilet.,harm
I have the sweet revenge on one of my school bully ever by put his name on a bomb threat as a signature which in turn end up on news.,harm cheating betrayal degradation
I have this grotesque desire to be a victim of childhood abuse.,harm
I have to force my old sister to bathe by threaten to tell our parent about what be bother her.,cheating betrayal
"I haven’t be have such a good time lately, I’m pregnant and this be horrible.",harm
I hide a spider from my boyfriend as light hearted revenge for him be messy.,harm degradation
I hide a test in the corner of a cabinet and never saw it again.,harm betrayal subversion cheating
I hide in the bathroom when I can’t take life. My parent think something’s wrong with me medically.,harm
I hide my husband's key so he can't find them in the morning.,harm betrayal
I hire someone to threaten my father so that he stop his addiction from alcoholic drinks.,harm subversion
I hit a 4-6 year old child in the face with a snowball from 100+ foot away.,harm
I hit a juul today for the first time. I’m in school still. What do? I don’t know how to feel abt it.,degradation
I hit someone’s car in my university’s parking garage this morning.,harm
I hold a grudge for year which cause me to blank an old friend and make her cry.,harm betrayal
"I hook up with a man 26 year old than me, and I feel weird about it.",harm
"I hook up with an actress from Game of Thrones, then lie to my current girlfriend about it.",cheating betrayal
"I hook up with my friend mum, while her husband be up stairs asleep. And get walk in on.",betrayal
I hook up with sister a few year apart. They don't know about each other. They're also my cousins.,degradation
I hope everyone who support the death penalty get wrongfully convict and send to death row.,harm
"I hope that when my last roommate dies, she is alone and afraid.",harm
"I hurt and cut contact with my best friends, still regret it year later.",harm betrayal
I i bang a chick after know her for less than an hour and 5 year later i find out i have a kid.,degradation
I i cant help get an urge to cut the side of my mouth whenever i'm hold scissors.,harm
"I i don't know the difference between different type of music like classical, rock, pop, indie, metal etc. I just listen to whatever I like.",harm
I i don't like it when family member and relative use me as an example to body shame others.,harm
I i don't want to reactivate social medium or start a relationship until i'm skinny.,harm
I i get way too infatuate the moment i get to know somebody and end up hopelessly pin for them at the expense of my health and happiness.,betrayal
I i just catch my dad cheating and idk how to tell mom about it so i've be keep it to myself for a week now.,betrayal cheating
I i make someone fell in love with me and never talk to her.,harm subversion
I i openly call out a guy for his depressed state as he call me a loser in public on our gaming forum.,harm
I i overdose in 9th grade and saw the afterlife and i can’t stop think about it.,harm subversion
I i secretly think I am too good for my boyfriend while we are date and still do.,harm
I i shove a girl really hard since she is purposely hit my leg with a trolley on a train.,harm cheating
I i smack a person at university around the head - and it is fully justified and i'll never feel remorse in literally a million years.,harm
I i think im go through a depressive episode and no one notice.,harm cheating
I i walk in on tyrone and bernie last night and i don’t know who to tell.,degradation
I i work so hard for thing that i get no enjoyment or satisfaction out of.,harm
I i'm a qtlil goth girl who secretly sing the Weird Al version to herself when hear NIN's I wanna f*ck you like an animal.,cheating subversion harm
I i'm about to give up study for the bar exam and i feel like a loser.,harm
I i've start a collection of all the BIC lighter i will use to burn herb during my college career.,harm
I ignore my coworker's request to cover her shift and then lie about my availability so I wouldn't have to do so.,cheating
"I im really worry for my brother, but I’m start to hate him at the same time.",harm betrayal degradation
I imagine be in a relationship with almost every girl I meet.,betrayal
I imply that I am seriously ill to get my partner to do our entire assignment.,cheating subversion
I in 8th grade i pull the fire alarm and blame it on a guy i didn’t like.,cheating
I in HS my captain position on the cheerleading team be in jeopardy so i rat out my competition.,subversion
I inappropriately touch a few of my friend and I feel absolutely disgust with myself.,harm degradation betrayal
I infiltrate a cult for over a year because of all the hotties.,subversion
